ID_PROYECTO;Comienzo de obra;Fin de obra;Nombre de obra;DescripciÛn;  Monto Total  ; Sector ;Avance Financiero;Avance Fisico;ID_ENTIDAD_EJECUTORA;Duracion Obra (Dias); Objetivo General;ID_TIPO_PROYECTO;Localidad;Provincia;Etapa
1003107829;2021;2021;PAVIMENTACI”N DE CALLES 1 SANTIAGO DEL ESTERO CAPITAL;Mejoramiento de la circulaciÛn vehicular SoluciÛn problemas de anegamiento.; $ 101.150.468 ; OBRAS VIALES ;99%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;90;Mejoramiento de la circulaciÛn vehicular SoluciÛn problemas de anegamiento.;65;CAPITAL;Santiago Del Estero;Finalizada
1003107830;2021;2021;0012_MAT_05_043_AH2_VIAL_PR  PA  CC;El objetivo del proyecto es mejorar la cobertura de los servicios b·sicos de infraestructura Municipal aumentando la calidad de vida de la poblaciÛn de la ciudad de ALDERETES. Esta obra de  infraestructura le permitir· a la poblaciÛn  involucrada alcanzar condiciones de h·bitat Ûptimas en el sistema en que se encuentra inserta.Como as√¨ tambiÈn generar puestos de trabajo digno a la gente de la zona y sus alrededores.; $ 21.130.987 ; OBRAS VIALES ;96%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;El objetivo del proyecto es mejorar la cobertura de los servicios b·sicos de infraestructura Municipal aumentando la calidad de vida de la poblaciÛn de la ciudad de ALDERETES. Esta obra de  infraestructura le permitir· a la poblaciÛn  involucrada alcanzar condiciones de h·bitat Ûptimas en el sistema en que se encuentra inserta.Como as√¨ tambiÈn generar puestos de trabajo digno a la gente de la zona y sus alrededores.;65;CRUZ ALTA;Tucum·n;Finalizada
1003107831;2021;2021;0010_MAT_05_037_AH2_VIAL_PR  PA  CC;El objetivo del proyecto es mejorar la cobertura de los servicios b·sicos de infraestructura Municipal aumentando la calidad de vida de la poblaciÛn de la ciudad de ALDERETES. Esta obra de  infraestructura le permitir· a la poblaciÛn  involucrada alcanzar condiciones de h·bitat Ûptimas en el sistema en que se encuentra inserta.Como as√¨ tambiÈn generar puestos de trabajo digno a la gente de la zona y sus alrededores.; $ 23.581.224 ; OBRAS VIALES ;92%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;El objetivo del proyecto es mejorar la cobertura de los servicios b·sicos de infraestructura Municipal aumentando la calidad de vida de la poblaciÛn de la ciudad de ALDERETES. Esta obra de  infraestructura le permitir· a la poblaciÛn  involucrada alcanzar condiciones de h·bitat Ûptimas en el sistema en que se encuentra inserta.Como as√¨ tambiÈn generar puestos de trabajo digno a la gente de la zona y sus alrededores.;65;CRUZ ALTA;Tucum·n;Finalizada
1003107832;2021;2021;0008_MAT_05_034_AH2_VIAL_PR  PA  CC;El objetivo del proyecto es mejorar la cobertura de los servicios b·sicos de infraestructura Municipal aumentando la calidad de vida de la poblaciÛn de la ciudad de ALDERETES. Esta obra de  infraestructura le permitir· a la poblaciÛn  involucrada alcanzar condiciones de h·bitat Ûptimas en el sistema en que se encuentra inserta.Como as√¨ tambiÈn generar puestos de trabajo digno a la gente de la zona y sus alrededores.; $ 16.613.059 ; OBRAS VIALES ;93%;38%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;El objetivo del proyecto es mejorar la cobertura de los servicios b·sicos de infraestructura Municipal aumentando la calidad de vida de la poblaciÛn de la ciudad de ALDERETES. Esta obra de  infraestructura le permitir· a la poblaciÛn  involucrada alcanzar condiciones de h·bitat Ûptimas en el sistema en que se encuentra inserta.Como as√¨ tambiÈn generar puestos de trabajo digno a la gente de la zona y sus alrededores.;65;CRUZ ALTA;Tucum·n;Finalizada
1003107833;2021;2021;0011_MAT_05_042_AH2_VIAL_PR  PA  CC;El objetivo del proyecto es mejorar la cobertura de los servicios b·sicos de infraestructura Municipal aumentando la calidad de vida de la poblaciÛn de la ciudad de ALDERETES. Esta obra de  infraestructura le permitir· a la poblaciÛn  involucrada alcanzar condiciones de h·bitat Ûptimas en el sistema en que se encuentra inserta.Como as√¨ tambiÈn generar puestos de trabajo digno a la gente de la zona y sus alrededores.; $ 18.947.904 ; OBRAS VIALES ;28%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;El objetivo del proyecto es mejorar la cobertura de los servicios b·sicos de infraestructura Municipal aumentando la calidad de vida de la poblaciÛn de la ciudad de ALDERETES. Esta obra de  infraestructura le permitir· a la poblaciÛn  involucrada alcanzar condiciones de h·bitat Ûptimas en el sistema en que se encuentra inserta.Como as√¨ tambiÈn generar puestos de trabajo digno a la gente de la zona y sus alrededores.;65;CRUZ ALTA;Tucum·n;Finalizada
1003128870;2023;2024;AVENIDA RIVADAVIA  SECTOR 1  OBRAS COMPLEMENTARIAS Y ACCESOS AUXILIARES;"‚Ä¢	En el presente proyecto desde la progresiva 109.14 hasta la progresiva 96894 se colocar·n veredas perimetrales parquizado arbolado luminarias laterales y farolas en el parterre central.ILUMINACI”N:Las obras de iluminaciÛn y semaforizaciÛn adoptadas para la Av. Rivadavia son:‚Ä¢	Cableado‚Ä¢	Tableros‚Ä¢	Columna de iluminaciÛn tipo pico de cig¸eÒa de H:7.00 m con brazo peatonal h:2.50m‚Ä¢	Farolas en el parterre central‚Ä¢	Sem·foros‚Ä¢	C·maras de control de patentes y velocidadPARQUIZACI”N Y MOBILIARIO:La parquizaciÛn arbolado y mobiliario urbano adoptado para la Av. Rivadavia es:‚Ä¢	Vereda peatonal de 2 m de ancho‚Ä¢	Rampas para discapacitados‚Ä¢	Refugios de colectivos‚Ä¢	Cestos de basura‚Ä¢	Bancos y mesas para espacio publico‚Ä¢	Posta aerÛbica y juegos infantiles‚Ä¢	Palmeras y plantas"; $ 178.203.049 ; OBRAS VIALES ;15%;75%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;"‚Ä¢	En el presente proyecto desde la progresiva 109.14 hasta la progresiva 96894 se colocar·n veredas perimetrales parquizado arbolado luminarias laterales y farolas en el parterre central.ILUMINACI”N:Las obras de iluminaciÛn y semaforizaciÛn adoptadas para la Av. Rivadavia son:‚Ä¢	Cableado‚Ä¢	Tableros‚Ä¢	Columna de iluminaciÛn tipo pico de cig¸eÒa de H:7.00 m con brazo peatonal h:2.50m‚Ä¢	Farolas en el parterre central‚Ä¢	Sem·foros‚Ä¢	C·maras de control de patentes y velocidadPARQUIZACI”N Y MOBILIARIO:La parquizaciÛn arbolado y mobiliario urbano adoptado para la Av. Rivadavia es:‚Ä¢	Vereda peatonal de 2 m de ancho‚Ä¢	Rampas para discapacitados‚Ä¢	Refugios de colectivos‚Ä¢	Cestos de basura‚Ä¢	Bancos y mesas para espacio publico‚Ä¢	Posta aerÛbica y juegos infantiles‚Ä¢	Palmeras y plantas";91;CAMPANA;Buenos Aires;En EjecuciÛn
1003107835;2021;2021;PAVIMENTACI”N CALLE FELIPE OLIVA  ENTRE CORONEL BOGADO Y AV. ITALIA  BARRIO SAN FRANCISCO Y PASAJES VARIOS  BARRIOS VIRGEN DEL PILAR Y OBRERO;Avanzar en materia de insfraestructura vÌal del sector mejorando la accesibilidad y en consecuencia la calidad de vida de los ciudadanos del lugar.; $ 32.725.320 ; OBRAS VIALES ;60%;95%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Avanzar en materia de insfraestructura vÌal del sector mejorando la accesibilidad y en consecuencia la calidad de vida de los ciudadanos del lugar.;91;FORMOSA;Formosa;Finalizada
1003121848;2022;2022;ACUEDUCTO SANTA CLARA DEL MAR ‚Äì MAR CHIQUITA  ETAPA 1;se necesita de manera r·pida de dotar de agua calidad a las localidades de Camet Norte La Caleta Mar de Cobo La Baliza Parque lago y Balneario Parque Mar Chiquita como asÌ a los emprendimientos que ya han solicitado su factibilidad de agua potable dentro de Partido de Mar Chiquita Provincia de Buenos Aires.; $ 177.749.855 ; AGUA Y CLOACA ;63%;10%;ENTE NACIONAL DE OBRAS HÕDRICAS DE SANEAMIENTO;180;se necesita de manera r·pida de dotar de agua calidad a las localidades de Camet Norte La Caleta Mar de Cobo La Baliza Parque lago y Balneario Parque Mar Chiquita como asÌ a los emprendimientos que ya han solicitado su factibilidad de agua potable dentro de Partido de Mar Chiquita Provincia de Buenos Aires.;130;MAR CHIQUITA;Buenos Aires;En EjecuciÛn
1003126489;2022;2023;REFUERZO Y CIERRE DE MALLAS BERAZATEGUI BARRIO ONCE;El proyecto consiste en el cierre de mallas en barrio Once ubicado en El Pato y el refuerzo de la red colocando perforaciÛn y tanque compensatorio en la misma zona.; $ 177.048.968 ; AGUA Y CLOACA ;20%;26%;ENTE NACIONAL DE OBRAS HÕDRICAS DE SANEAMIENTO;152;El proyecto consiste en el cierre de mallas en barrio Once ubicado en El Pato y el refuerzo de la red colocando perforaciÛn y tanque compensatorio en la misma zona.;128;BERAZATEGUI;Buenos Aires;En EjecuciÛn
1003122072;2022;2022;RECAMBIO RED DE AGUA POTABLE CASCO HIST”RICO;El proyecto consiste en el recambio de las redes de distribuciÛn internas de agua potable comprendidas entre las calles Lavalle BolÌvar Zerboni V. Alsina Av. Vieytes BolÌvar y General Paz. El proyecto abarca un ·rea de 408 Ha con 829 conexiones a servir.; $ 174.697.771 ; AGUA Y CLOACA ;30%;100%;ENTE NACIONAL DE OBRAS HÕDRICAS DE SANEAMIENTO;120;El proyecto consiste en el recambio de las redes de distribuciÛn internas de agua potable comprendidas entre las calles Lavalle BolÌvar Zerboni V. Alsina Av. Vieytes BolÌvar y General Paz. El proyecto abarca un ·rea de 408 Ha con 829 conexiones a servir.;123;SAN ANTONIO DE ARECO;Buenos Aires;Finalizada
1003107840;2021;2021;CONSTRUCCI”N DE ALUMBRADO P√öBLICO   VARIOS BARRIOS DE LA CIUDAD DE FORMOSA;Avanzar en materia de infraestructura lumÌnica mejorando la calidad de vida de los vecinos brindado mejores condiciones de seguridad a los sectores intervenido.; $ 19.200.000 ; EQUIPAMIENTO URBANO ;99%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Avanzar en materia de infraestructura lumÌnica mejorando la calidad de vida de los vecinos brindado mejores condiciones de seguridad a los sectores intervenido.;86;FORMOSA;Formosa;Finalizada
1003107842;2021;2022;VEREDAS PEATONALES;El objetivo principal es identificar las zonas de circulaciÛn peatonal de la vehicular en la Comuna ordenando los espacios p˙blicos y diferenciandolos de los privados.; $ 3.307.986 ; EQUIPAMIENTO URBANO ;100%;37%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;90;El objetivo principal es identificar las zonas de circulaciÛn peatonal de la vehicular en la Comuna ordenando los espacios p˙blicos y diferenciandolos de los privados.;85;SARMIENTO;Chubut;Otra
1003107843;2021;2021;PAVIMENTO LOS HALCONES 1ERA ETAPA;"‚Ä¢	Objetivos del proyecto: El objetivo general del proyecto es mejorar la calidad de la capa de rodamiento que es deteriorada durante los inviernos y erosionada por acciÛn del viento durante los veranos. Se propicia hacer m·s segura la circulaciÛn de los vehÌculos el traslado de pasajeros el transporte de mercaderÌas como tambiÈn el desplazamiento de los peatones.A los fines de encarar la obra se ha dividido la misma en 2 etapas. La primera etapa consiste en la construcciÛn 2.590 m2 de pavimento de hormigÛn de 0.15m de espesor y la ejecuciÛn de 24 mts. Lineales de cordÛn cuneta en un plazo de 180 DÌas corridos."; $ 10.846.921 ; OBRAS VIALES ;60%;75%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;"‚Ä¢	Objetivos del proyecto: El objetivo general del proyecto es mejorar la calidad de la capa de rodamiento que es deteriorada durante los inviernos y erosionada por acciÛn del viento durante los veranos. Se propicia hacer m·s segura la circulaciÛn de los vehÌculos el traslado de pasajeros el transporte de mercaderÌas como tambiÈn el desplazamiento de los peatones.A los fines de encarar la obra se ha dividido la misma en 2 etapas. La primera etapa consiste en la construcciÛn 2.590 m2 de pavimento de hormigÛn de 0.15m de espesor y la ejecuciÛn de 24 mts. Lineales de cordÛn cuneta en un plazo de 180 DÌas corridos.";65;CUSHAMEN;Chubut;Finalizada
1003107844;2021;2022;CORDONES CUNETAS B 20 VIVIENDAS Y B INDUSTRIAL;Dicha obra de cordÛn cuneta para las zonas mencionada refiere a una obra esperada por los vecinos dado que la misma facilita el escurrimiento superficial de las aguas de lluvia y deshielo solucionando el problema permanente de limpieza desobstrucciÛn de las cunetas de tierra y evitar el anegamiento.Da uniformidad a las veredas en cuanto al ancho y niveles permitiendo a los vecinos la correcta ejecuciÛn de las mismas facilitando el desplazamiento de los peatones. Asegura la circulaciÛn vial facilita el libre tr·nsito de vehÌculos particulares mitiga los procesos erosivos en las calles facilita el mantenimiento de las mismas.Asimismo toda obra de cordÛn cuneta constituye una mejora hacia el progreso de la ciudad bienestar general de la ciudadanÌa y redunda en las condiciones de seguridad para el tr·nsito vehicular y el paso de los peatones con un impacto positivo en la economÌa ya que la misma significa un menor mantenimiento de calles para el Municipio.El deterioro de las; $ 5.566.627 ; EQUIPAMIENTO URBANO ;59%;99%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;120;Dicha obra de cordÛn cuneta para las zonas mencionada refiere a una obra esperada por los vecinos dado que la misma facilita el escurrimiento superficial de las aguas de lluvia y deshielo solucionando el problema permanente de limpieza desobstrucciÛn de las cunetas de tierra y evitar el anegamiento.Da uniformidad a las veredas en cuanto al ancho y niveles permitiendo a los vecinos la correcta ejecuciÛn de las mismas facilitando el desplazamiento de los peatones. Asegura la circulaciÛn vial facilita el libre tr·nsito de vehÌculos particulares mitiga los procesos erosivos en las calles facilita el mantenimiento de las mismas.Asimismo toda obra de cordÛn cuneta constituye una mejora hacia el progreso de la ciudad bienestar general de la ciudadanÌa y redunda en las condiciones de seguridad para el tr·nsito vehicular y el paso de los peatones con un impacto positivo en la economÌa ya que la misma significa un menor mantenimiento de calles para el Municipio.El deterioro de las;84;TEHUELCHES;Chubut;Otra
1003107845;2021;2021;CONSTRUCCI”N DE 3.640M2 PAVIMENTO DE HORMIG”N;Permitir· urbanizar y mejorar la transitividad y comunicar ·reas de primera necesidad de la ciudad como ser el centro de salud la policÌa cooperativa de agua la municipalidad y la plaza principal; $ 14.547.835 ; OBRAS VIALES ;98%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Permitir· urbanizar y mejorar la transitividad y comunicar ·reas de primera necesidad de la ciudad como ser el centro de salud la policÌa cooperativa de agua la municipalidad y la plaza principal;65;PARAN¡;Entre RÌos;Finalizada
1003107846;2021;2021;EJECUCI”N DE 2421 M CORD”N CUNETA Y BADENES DE HORMIG”N;Permitir· urbanizar y mejorar la transitividad y comunicar ·reas de primera necesidad de la ciudad como ser el jardÌn de infante y barrios muy populares de la localidad.; $ 12.254.099 ; VIVIENDA / H¡BITAT ;9%;72%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Permitir· urbanizar y mejorar la transitividad y comunicar ·reas de primera necesidad de la ciudad como ser el jardÌn de infante y barrios muy populares de la localidad.;73;PARAN¡;Entre RÌos;Finalizada
1003107847;2021;2021;PROYECTO DE CONSTRUCCI”N DE CORD”N CUNETA BARRIO SANTA TERESITA SAN JOS√â;"- Mejorar el estado actual de deterioro de las calles de la red urbana del barrio Santa Teresita.-Conducir eficientemente el agua pluvial a fin de evitar la rotura de las calles y cunetas de tierra minimizando su la frecuencia de mantenimiento.-	Evitar es"; $ 10.317.211 ; OBRAS VIALES ;60%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;90;"- Mejorar el estado actual de deterioro de las calles de la red urbana del barrio Santa Teresita.-Conducir eficientemente el agua pluvial a fin de evitar la rotura de las calles y cunetas de tierra minimizando su la frecuencia de mantenimiento.-	Evitar es";110;COL”N;Entre RÌos;Finalizada
1003107848;2021;2022;CORD”N CUNETA;La obra total tiene por objetivo principal mejorar significativamente el drenaje de aguas pluviales beneficiando el tr·nsito vehicular y peatonal. Adem·s permitir· ordenar y mejorar el nivel de vida de la poblaciÛn afectada contribuyendo a delimitar los espacios peatonales y circulatorios y por otro lado materializar los niveles de veredas ubicaciÛn de servicios lÌnea de plantas y por sobre todo canalizando las aguas pluviales no acumul·ndose en la calzada situaciÛn que hoy se torna problem·tica cuando las precipitaciones son abundantes.Todo esto sumado al empleo de mano de obra local lo que representa un alivio y un paliativo frente a la situaciÛn economica actual.; $ 11.898.295 ; OBRAS VIALES ;97%;90%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;La obra total tiene por objetivo principal mejorar significativamente el drenaje de aguas pluviales beneficiando el tr·nsito vehicular y peatonal. Adem·s permitir· ordenar y mejorar el nivel de vida de la poblaciÛn afectada contribuyendo a delimitar los espacios peatonales y circulatorios y por otro lado materializar los niveles de veredas ubicaciÛn de servicios lÌnea de plantas y por sobre todo canalizando las aguas pluviales no acumul·ndose en la calzada situaciÛn que hoy se torna problem·tica cuando las precipitaciones son abundantes.Todo esto sumado al empleo de mano de obra local lo que representa un alivio y un paliativo frente a la situaciÛn economica actual.;65;DIAMANTE;Entre RÌos;Finalizada
1003107849;2020;2021;PAVIMENTO SOBRE CALLE RA√öL B. DÕAZ TILISARAO;Mejorar la calidad de vida de los vecinos la transitabilidad de las  calles adecuar el escurrimiento de las aguas pluviales y embellecer el sector Norte de la Ciudad. Generar trabajo en la localidad.; $ 9.980.431 ; OBRAS VIALES ;63%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;120;Mejorar la calidad de vida de los vecinos la transitabilidad de las  calles adecuar el escurrimiento de las aguas pluviales y embellecer el sector Norte de la Ciudad. Generar trabajo en la localidad.;65;CHACABUCO;San Luis;Finalizada
1003107850;2021;2021;CORDON CUNETA B IPPV 2020;Llevar a cabo obra de cordÛn cuneta; $ 11.136.025 ; AGUA Y CLOACA ;63%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Llevar a cabo obra de cordÛn cuneta;118;GENERAL ROCA;RÌo Negro;Finalizada
1003107851;2021;2021;RENOVACI”N DE LUMINARIAS URBANAS;El objetivo general de la propuesta es el reemplazo de antiguas luminarias obsoletas por modernas luminarias LED m·s estÈticas y eficientes ademas de suplir la necesidad de los vecinos de la localidad de Santa Clara de Saguier de contar con una mejor calidad de iluminaciÛn que les brinde mayor seguridad durante la noche.; $ 2.063.920 ; EQUIPAMIENTO URBANO ;66%;45%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;90;El objetivo general de la propuesta es el reemplazo de antiguas luminarias obsoletas por modernas luminarias LED m·s estÈticas y eficientes ademas de suplir la necesidad de los vecinos de la localidad de Santa Clara de Saguier de contar con una mejor calidad de iluminaciÛn que les brinde mayor seguridad durante la noche.;86;CASTELLANOS;Santa Fe;Finalizada
1003107852;2021;2021;ROTONDA RUTA PROV. N 65 ACCESO RIVADAVIA;Ordenar el transito mejorar las condiciones de seguridad vial en la intersecciÛn de la Ruta Provincial y el acceso a la cuidad por calle Rivadavia y conectar de manera segura a las barrios que se encuentran a la margen sur de la Ruta; $ 13.117.244 ; OBRAS VIALES ;61%;91%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Ordenar el transito mejorar las condiciones de seguridad vial en la intersecciÛn de la Ruta Provincial y el acceso a la cuidad por calle Rivadavia y conectar de manera segura a las barrios que se encuentran a la margen sur de la Ruta;119;GENERAL ROCA;RÌo Negro;Finalizada
1003107856;2021;2022;CORREDOR VERDE AV. SAN MARTIN;Este proyecto tiene como objetivo la eliminaciÛn de barreras y la inclusiÛn de personas con capacidades distintas y adultos mayores que transitan por el casco histÛrico en la ciudad de La Quiaca cuya principal funciÛn es la accesibilidad sin riesgo de peligro.  El objetivo general de la propuesta es mejorar la transitabilidad de peatones mejorar el paisaje urbano del casco historico completar la obra de cordÛn cuneta obras de adoquinado e iluminaciÛn entre otras. -; $ 11.475.332 ; OBRAS VIALES ;66%;83%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Este proyecto tiene como objetivo la eliminaciÛn de barreras y la inclusiÛn de personas con capacidades distintas y adultos mayores que transitan por el casco histÛrico en la ciudad de La Quiaca cuya principal funciÛn es la accesibilidad sin riesgo de peligro.  El objetivo general de la propuesta es mejorar la transitabilidad de peatones mejorar el paisaje urbano del casco historico completar la obra de cordÛn cuneta obras de adoquinado e iluminaciÛn entre otras. -;99;YAVÕ;Jujuy;Finalizada
1003107857;2021;2021;CONSTRUCCI”N RED PEATONAL;El objeto de la obra es mejorar la accesibilidad peatonal desde el acceso al pueblo al predio de la EstaciÛn de Ferrocarril completando la red peatonal de la estructura urbana de Genera. Ballivi·n.; $ 4.140.348 ; EQUIPAMIENTO URBANO ;84%;65%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;90;El objeto de la obra es mejorar la accesibilidad peatonal desde el acceso al pueblo al predio de la EstaciÛn de Ferrocarril completando la red peatonal de la estructura urbana de Genera. Ballivi·n.;85;GENERAL JOS… DE SAN MARTÕN;Salta;Finalizada
1003107858;2021;2021;CORD”N CUNETA BARRIO CACHAMAI;Los objetivos de este proyecto son ir cerrando circuitos de escurrimiento de agua superficial e ir eliminando las cunetas a cielo abierto para ir saneando cada zona de la localidad m·s vulnerable y darle una calidad de vida optima a cada habitante alvarence; $ 5.390.318 ; VIVIENDA / H¡BITAT ;53%;24%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;212;Los objetivos de este proyecto son ir cerrando circuitos de escurrimiento de agua superficial e ir eliminando las cunetas a cielo abierto para ir saneando cada zona de la localidad m·s vulnerable y darle una calidad de vida optima a cada habitante alvarence;97;ROSARIO;Santa Fe;Finalizada
1003107859;2021;2021;CORD”N CUNETA;* Mejorar los escurrimientos pluviales encauzando los mismos por el cordÛn de hormigÛn* EliminaciÛn de zanjas a cielo abierto* Mejoramiento del tr·nsito vehicular por medio de la materializaciÛn de bordes firmes y consistentes de estabilizados  o de un futuro pavimento flexible.* Evitar acumulaciÛn de basuras aguas estancadas; $ 10.760.059 ; OBRAS VIALES ;48%;74%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;* Mejorar los escurrimientos pluviales encauzando los mismos por el cordÛn de hormigÛn* EliminaciÛn de zanjas a cielo abierto* Mejoramiento del tr·nsito vehicular por medio de la materializaciÛn de bordes firmes y consistentes de estabilizados  o de un futuro pavimento flexible.* Evitar acumulaciÛn de basuras aguas estancadas;65;IRIONDO;Santa Fe;Finalizada
1003107861;2021;2021;EJECUCI”N DE VEREDAS DE HORMIG”N PEINADO EN PREDIO FFCC;*  Mejorar la infraestructura urbana del sector a intervenir.-* Mejorar la conectividad urbana* Ofrecer un espacio de recreaciÛn para residentes y visitantes; $ 2.538.909 ; ARQUITECTURA ;84%;25%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;*  Mejorar la infraestructura urbana del sector a intervenir.-* Mejorar la conectividad urbana* Ofrecer un espacio de recreaciÛn para residentes y visitantes;68;SAN LORENZO;Santa Fe;Finalizada
1003107862;2021;2021;PAVIMENTACI”N DE 2 CUADRAS M√ÅS Y MEJOR ACCESIBILIDAD;* Disminuir el costo de mantenimiento que debe afrontar la Comuna luego de las precipitaciones.* Integrar los sectores a la zona cÈntrica* UtilizaciÛn de mano de obra local para la ejecuciÛn de obra* Modernizar e incrementar las obras de infraestructura* Mejorar la calidad de vida de la poblaciÛn de la localidad; $ 2.592.806 ; OBRAS VIALES ;42%;88%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;60;* Disminuir el costo de mantenimiento que debe afrontar la Comuna luego de las precipitaciones.* Integrar los sectores a la zona cÈntrica* UtilizaciÛn de mano de obra local para la ejecuciÛn de obra* Modernizar e incrementar las obras de infraestructura* Mejorar la calidad de vida de la poblaciÛn de la localidad;65;LA CAPITAL;Santa Fe;Finalizada
1003107863;2021;2021;CONSTRUCCI”N DE VEREDAS DE HORMG”N EN PLAZA CENTRAL;El objetivo principal del proyecto es asegurar el tr·nsito peatonal favoreciendo la comunicaciÛn seguridad y mejorar la estÈtica del sector contribuyendo asÌ a mejorar la calidad de vida de los habitantes de esta comunidad.; $ 2.025.713 ; EQUIPAMIENTO URBANO ;100%;7%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;150;El objetivo principal del proyecto es asegurar el tr·nsito peatonal favoreciendo la comunicaciÛn seguridad y mejorar la estÈtica del sector contribuyendo asÌ a mejorar la calidad de vida de los habitantes de esta comunidad.;85;CASTELLANOS;Santa Fe;Finalizada
1003107864;2021;2021;CONSTRUCCION DE COLECTORA NORTE ( 2DA. ETAPA);Realizar las obras necesarias para Mejorar la capacidad y la seguridad vial transformando a la misma en una ruta segura en toda la traza urbana del municipio. produciÈndose una mejora en la travesÌa urbana. Dar una identidad urbana y poner en valor los espacios verdes a la vera de la ruta. Fortalecer la consolidaciÛn de la zona urbana centro de abastecimiento y servicios de 9 de julio.; $ 9.333.795 ; OBRAS VIALES ;30%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Realizar las obras necesarias para Mejorar la capacidad y la seguridad vial transformando a la misma en una ruta segura en toda la traza urbana del municipio. produciÈndose una mejora en la travesÌa urbana. Dar una identidad urbana y poner en valor los espacios verdes a la vera de la ruta. Fortalecer la consolidaciÛn de la zona urbana centro de abastecimiento y servicios de 9 de julio.;91;ELDORADO;Misiones;Finalizada
1003107865;2021;2021;PUESTA EN VALOR  INGRESO A LA CIUDAD;Mejorar la accesibilidad e infraestructura urbana.Promover el desempeÒo de mano de obra local lograr desempeÒo y/o aprendizaje  de oficios. CapacitaciÛn  de los trabajadores sobre tÈcnicas y saberes vinculados a las tareas desempeÒadas.La generaciÛn de trabajo dignifica a quien lo desarrolla obteniendo un reconocimiento social generando una retribuciÛn econÛmica que permite a su vez potenciar el consumo local generando un ciculo virtuoso mejorando el nivel socio-econÛmico de todos los actores sociales  las interrelaciones locales y la calidad de vida de l apoblaciÛn.; $ 11.820.559 ; EQUIPAMIENTO URBANO ;100%;90%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;120;Mejorar la accesibilidad e infraestructura urbana.Promover el desempeÒo de mano de obra local lograr desempeÒo y/o aprendizaje  de oficios. CapacitaciÛn  de los trabajadores sobre tÈcnicas y saberes vinculados a las tareas desempeÒadas.La generaciÛn de trabajo dignifica a quien lo desarrolla obteniendo un reconocimiento social generando una retribuciÛn econÛmica que permite a su vez potenciar el consumo local generando un ciculo virtuoso mejorando el nivel socio-econÛmico de todos los actores sociales  las interrelaciones locales y la calidad de vida de l apoblaciÛn.;84;9 DE JULIO;RÌo Negro;Finalizada
